
IPv6央视1,#genre#
枫叶飘飘,http://em.21dtv.com/songs/60095100.mkv
告诉你告诉我,http://em.21dtv.com/songs/60018291.mkv
高山青,http://em.21dtv.com/songs/60018219.mkv
古树下,http://em.21dtv.com/songs/60018993.mkv
恨不相逢未嫁时,http://em.21dtv.com/songs/60020691.mkv
红豆,http://em.21dtv.com/songs/60020818.mkv
后悔爱上你,http://em.21dtv.com/songs/60021086.mkv
黄昏里,http://em.21dtv.com/songs/60021956.mkv
嘿嘿小可爱,http://em.21dtv.com/songs/60020621.mkv
好梦太匆匆,http://em.21dtv.com/songs/60149502.mkv
回娘家,http://em.21dtv.com/songs/60066041.mkv
何日君再来(双语种)(演唱会),http://em.21dtv.com/songs/60020385.mkv
何日君再来(演唱会),http://em.21dtv.com/songs/60020373.mkv
海棠姑娘,http://em.21dtv.com/songs/60019812.mkv
海韵,http://em.21dtv.com/songs/60019828.mkv
海韵(演唱会),http://em.21dtv.com/songs/60019827.mkv
好预兆,http://em.21dtv.com/songs/60075700.mkv
i have never been to me,http://em.21dtv.com/songs/60002541.mkv
i just called to say i love you,http://em.21dtv.com/songs/60002550.mkv
i love rockn roll,http://em.21dtv.com/songs/60002582.mkv
郊道(演唱会),http://em.21dtv.com/songs/60023462.mkv
几多愁(演唱会),http://em.21dtv.com/songs/60022646.mkv
记得你记得我,http://em.21dtv.com/songs/60022692.mkv
假如梦儿是真的,http://em.21dtv.com/songs/60023106.mkv
假如我是真的,http://em.21dtv.com/songs/60023119.mkv
襟裳岬(演唱会),http://em.21dtv.com/songs/60024114.mkv
江水要比河水长,http://em.21dtv.com/songs/60102774.mkv
江水悠悠泪长流,http://em.21dtv.com/songs/60023363.mkv
给我一个吻,http://em.21dtv.com/songs/60109644.mkv
君心我心,http://em.21dtv.com/songs/60024930.mkv
九月的故事,http://em.21dtv.com/songs/60024354.mkv
寄语多情人,http://em.21dtv.com/songs/60102771.mkv
今夜想起你,http://em.21dtv.com/songs/60024012.mkv
酒醉的探戈,http://em.21dtv.com/songs/60024481.mkv
君在前哨(演唱会),http://em.21dtv.com/songs/60024931.mkv
今でも(演唱会),http://em.21dtv.com/songs/60023738.mkv
空港,http://em.21dtv.com/songs/60123221.mkv
空港(演唱会),http://em.21dtv.com/songs/60025451.mkv
快乐的出帆,http://em.21dtv.com/songs/60025711.mkv
路边的野花不要采(演唱会),http://em.21dtv.com/songs/60027922.mkv
留不住你的心,http://em.21dtv.com/songs/60027524.mkv
旅愁,http://em.21dtv.com/songs/60028138.mkv
来电是有缘,http://em.21dtv.com/songs/60103604.mkv
泪的小雨,http://em.21dtv.com/songs/60026519.mkv
绿岛小夜曲,http://em.21dtv.com/songs/60168222.mkv
脸儿微笑花儿香(演),http://em.21dtv.com/songs/60100492.mkv
浪花节だよ人生は(演唱会),http://em.21dtv.com/songs/60026216.mkv
浪子心声,http://em.21dtv.com/songs/60026302.mkv
乱されて(演唱会),http://em.21dtv.com/songs/60027984.mkv
梦,http://em.21dtv.com/songs/60029465.mkv
漫步人生路,http://em.21dtv.com/songs/60028564.mkv
梅花,http://em.21dtv.com/songs/60028977.mkv
美酒加咖啡,http://em.21dtv.com/songs/60029130.mkv
妈妈的歌,http://em.21dtv.com/songs/60028226.mkv
妈妈呼唤你,http://em.21dtv.com/songs/60028258.mkv
卖肉棕,http://em.21dtv.com/songs/60028474.mkv
卖肉粽(演唱会),http://em.21dtv.com/songs/60028475.mkv
莫忘今宵(演唱会),http://em.21dtv.com/songs/60030436.mkv
梦向何处寻,http://em.21dtv.com/songs/60156629.mkv
明月千里寄相思,http://em.21dtv.com/songs/60030248.mkv
你的心我的心,http://em.21dtv.com/songs/60031643.mkv
奈何(演唱会),http://em.21dtv.com/songs/60030870.mkv
南海姑娘(演唱会),http://em.21dtv.com/songs/60031106.mkv
那句诺言,http://em.21dtv.com/songs/60030717.mkv
你可知道我爱谁,http://em.21dtv.com/songs/60031857.mkv
你可知道我爱谁(演唱会),http://em.21dtv.com/songs/60031856.mkv
哪奴娃情歌,http://em.21dtv.com/songs/60030671.mkv
浓情万缕,http://em.21dtv.com/songs/60032773.mkv
女人的勇气,http://em.21dtv.com/songs/60101184.mkv
你是偷心的人,http://em.21dtv.com/songs/60088741.mkv
你是我的知音,http://em.21dtv.com/songs/60089497.mkv
那天晚上遇见你,http://em.21dtv.com/songs/60030781.mkv
凝望,http://em.21dtv.com/songs/60032719.mkv
难忘初恋的情人,http://em.21dtv.com/songs/60031238.mkv
难忘初恋情人,http://em.21dtv.com/songs/60031240.mkv
难忘的爱人,http://em.21dtv.com/songs/60031245.mkv
难忘的爱人(演唱会),http://em.21dtv.com/songs/60031241.mkv
难忘的初恋情人,http://em.21dtv.com/songs/60031249.mkv
难忘的初恋情人(演唱会),http://em.21dtv.com/songs/60031246.mkv
难忘的一天,http://em.21dtv.com/songs/60031268.mkv
你为何不说,http://em.21dtv.com/songs/60032295.mkv
娘心,http://em.21dtv.com/songs/60032666.mkv
你真叫人迷,http://em.21dtv.com/songs/60032530.mkv
你怎么说(演唱会),http://em.21dtv.com/songs/60032505.mkv
你在我心中,http://em.21dtv.com/songs/60032478.mkv
你在我心中(演唱会),http://em.21dtv.com/songs/60032477.mkv
女の生きがい(演唱会),http://em.21dtv.com/songs/60032827.mkv
偶然的相遇,http://em.21dtv.com/songs/60131862.mkv
情花,http://em.21dtv.com/songs/60035032.mkv
情迷,http://em.21dtv.com/songs/60035097.mkv
情飘飘,http://em.21dtv.com/songs/60088743.mkv
悄悄地告诉你,http://em.21dtv.com/songs/60102773.mkv
情人的关怀,http://em.21dtv.com/songs/60035185.mkv
情人的阳光,http://em.21dtv.com/songs/60035206.mkv
情人一笑,http://em.21dtv.com/songs/60035255.mkv
情人再见,http://em.21dtv.com/songs/60035256.mkv
劝世歌,http://em.21dtv.com/songs/60035955.mkv
青山绿水我和你,http://em.21dtv.com/songs/60034785.mkv
恰似你的温柔,http://em.21dtv.com/songs/60034047.mkv
蜻蜓姑娘之歌,http://em.21dtv.com/songs/60093235.mkv
祈望,http://em.21dtv.com/songs/60155165.mkv
千言万语(演唱会),http://em.21dtv.com/songs/60034169.mkv
如果没有你,http://em.21dtv.com/songs/60036829.mkv
如果你喜欢这首歌,http://em.21dtv.com/songs/60036878.mkv
如果能许一个愿,http://em.21dtv.com/songs/60100491.mkv
让花儿为你开,http://em.21dtv.com/songs/60103607.mkv
人面桃花(演唱会),http://em.21dtv.com/songs/60036356.mkv
人生一条路,http://em.21dtv.com/songs/60036452.mkv
让心儿圈起你,http://em.21dtv.com/songs/60088744.mkv
人约黄昏后,http://em.21dtv.com/songs/60036476.mkv
使爱情更美丽,http://em.21dtv.com/songs/60039186.mkv
十八姑娘一朵花,http://em.21dtv.com/songs/60038908.mkv
山茶花,http://em.21dtv.com/songs/60037588.mkv
是否,http://em.21dtv.com/songs/60039412.mkv
时光不再来,http://em.21dtv.com/songs/60039097.mkv
四个愿望,http://em.21dtv.com/songs/60040660.mkv
世界多美丽(演唱会),http://em.21dtv.com/songs/60039263.mkv
四季歌,http://em.21dtv.com/songs/60040683.mkv
谁来爱我,http://em.21dtv.com/songs/60040014.mkv
失落的情歌,http://em.21dtv.com/songs/60038791.mkv
水涟漪,http://em.21dtv.com/songs/60040203.mkv
少年爱姑娘,http://em.21dtv.com/songs/60038122.mkv
是你打来的电话,http://em.21dtv.com/songs/60103603.mkv
山南山北走一回,http://em.21dtv.com/songs/60037664.mkv
深情脉脉,http://em.21dtv.com/songs/60077548.mkv
烧肉粽(演唱会),http://em.21dtv.com/songs/60038098.mkv
水上人,http://em.21dtv.com/songs/60040221.mkv
水上人(演唱会),http://em.21dtv.com/songs/60040220.mkv
三声无奈,http://em.21dtv.com/songs/60037309.mkv
说说笑笑,http://em.21dtv.com/songs/60040424.mkv
说说笑笑(演唱会),http://em.21dtv.com/songs/60040423.mkv
丝丝小雨,http://em.21dtv.com/songs/60040459.mkv
stupid cupid,http://em.21dtv.com/songs/60005305.mkv
碎心花,http://em.21dtv.com/songs/60041003.mkv
碎心恋,http://em.21dtv.com/songs/60041006.mkv
思想枝,http://em.21dtv.com/songs/60040600.mkv
诗意,http://em.21dtv.com/songs/60038877.mkv
十一哥,http://em.21dtv.com/songs/60039037.mkv
说一说笑一笑,http://em.21dtv.com/songs/60040433.mkv
说一声再见,http://em.21dtv.com/songs/60040431.mkv
水长流,http://em.21dtv.com/songs/60040260.mkv
逃避行,http://em.21dtv.com/songs/60041538.mkv
the power of love(演唱会),http://em.21dtv.com/songs/60005661.mkv
天黑黑,http://em.21dtv.com/songs/60041851.mkv
tie a yellow ribbon round the,http://em.21dtv.com/songs/60005795.mkv
甜蜜的小雨,http://em.21dtv.com/songs/60042374.mkv
甜蜜蜜,http://em.21dtv.com/songs/60042384.mkv
叹十声,http://em.21dtv.com/songs/60041469.mkv
天外天上天无涯,http://em.21dtv.com/songs/60042169.mkv
天涯歌女,http://em.21dtv.com/songs/60042240.mkv
我不该爱你,http://em.21dtv.com/songs/60044753.mkv
我不哭,http://em.21dtv.com/songs/60044783.mkv
忘不了,http://em.21dtv.com/songs/60043481.mkv
舞伴泪影(演唱会),http://em.21dtv.com/songs/60047767.mkv
我不再迷惘,http://em.21dtv.com/songs/60044919.mkv
望春风,http://em.21dtv.com/songs/60043662.mkv
晚风花香,http://em.21dtv.com/songs/60170363.mkv
微风细雨,http://em.21dtv.com/songs/60043758.mkv
我和你,http://em.21dtv.com/songs/60045531.mkv
为君愁,http://em.21dtv.com/songs/60043897.mkv
我敬你一杯,http://em.21dtv.com/songs/60045646.mkv
忘记他,http://em.21dtv.com/songs/60043558.mkv
我了解你,http://em.21dtv.com/songs/60045711.mkv
我没有骗你,http://em.21dtv.com/songs/60045750.mkv
无奈,http://em.21dtv.com/songs/60047792.mkv
无情荒地有情天,http://em.21dtv.com/songs/60047356.mkv
温情满人间,http://em.21dtv.com/songs/60044342.mkv
我是你知音,http://em.21dtv.com/songs/60046157.mkv
往事只能回味,http://em.21dtv.com/songs/60043461.mkv
我心深处,http://em.21dtv.com/songs/60046451.mkv
我要对你说,http://em.21dtv.com/songs/60046520.mkv
无言的温柔,http://em.21dtv.com/songs/60047525.mkv
我一见你就笑,http://em.21dtv.com/songs/60046628.mkv
我要你为偶(演唱会),http://em.21dtv.com/songs/60046560.mkv
我与秋风,http://em.21dtv.com/songs/60046727.mkv
无语问苍天,http://em.21dtv.com/songs/60047553.mkv
午夜微风,http://em.21dtv.com/songs/60112989.mkv
问自己,http://em.21dtv.com/songs/60044513.mkv
我怎能离开你,http://em.21dtv.com/songs/60046821.mkv
我怎舍得你,http://em.21dtv.com/songs/60046825.mkv
我只在乎你,http://em.21dtv.com/songs/60046913.mkv
星,http://em.21dtv.com/songs/60114114.mkv
星(无原唱),http://em.21dtv.com/songs/60066491.mkv
心爱的马车,http://em.21dtv.com/songs/60050126.mkv
相爱如往昔,http://em.21dtv.com/songs/60103605.mkv
小城故事(演唱会),http://em.21dtv.com/songs/60049511.mkv
小村之恋,http://em.21dtv.com/songs/60049533.mkv
小村之恋(演唱会),http://em.21dtv.com/songs/60049532.mkv
效道,http://em.21dtv.com/songs/60104469.mkv
雪地上的回忆,http://em.21dtv.com/songs/60051675.mkv
香港之夜,http://em.21dtv.com/songs/60048918.mkv
雪化粧(演唱会),http://em.21dtv.com/songs/60051698.mkv
想聚别离俩依依,http://em.21dtv.com/songs/60089498.mkv
相见不如怀念,http://em.21dtv.com/songs/60078572.mkv
相聚更甜蜜,http://em.21dtv.com/songs/60048681.mkv
相见在明天,http://em.21dtv.com/songs/60048676.mkv
小路,http://em.21dtv.com/songs/60049637.mkv
心里梦里,http://em.21dtv.com/songs/60098797.mkv
想你想断肠,http://em.21dtv.com/songs/60049158.mkv
想起你,http://em.21dtv.com/songs/60049219.mkv
向日葵,http://em.21dtv.com/songs/60049337.mkv
心酸孤单女,http://em.21dtv.com/songs/60050527.mkv
心酸酸,http://em.21dtv.com/songs/60050532.mkv
心事知多少,http://em.21dtv.com/songs/60050510.mkv
小小的秘密,http://em.21dtv.com/songs/60049802.mkv
小媳妇回娘家,http://em.21dtv.com/songs/60049790.mkv
谢谢你常记得我,http://em.21dtv.com/songs/60050049.mkv
星愿,http://em.21dtv.com/songs/60051154.mkv
小雨多美丽,http://em.21dtv.com/songs/60049887.mkv
星月泪痕,http://em.21dtv.com/songs/60051159.mkv
逍遥自在,http://em.21dtv.com/songs/60126252.mkv
雪中莲,http://em.21dtv.com/songs/60051776.mkv
心中喜欢就说爱,http://em.21dtv.com/songs/60050760.mkv
雨不停心不定,http://em.21dtv.com/songs/60055635.mkv
月儿像柠檬,http://em.21dtv.com/songs/60056300.mkv
一封情书,http://em.21dtv.com/songs/60052940.mkv
一个小心愿,http://em.21dtv.com/songs/60053118.mkv
云河,http://em.21dtv.com/songs/60056649.mkv
又见炊烟,http://em.21dtv.com/songs/60055434.mkv
遇见旧情人,http://em.21dtv.com/songs/60055846.mkv
遇见你(演唱会),http://em.21dtv.com/songs/60055852.mkv
一见你就笑,http://em.21dtv.com/songs/60053169.mkv
一颗流星,http://em.21dtv.com/songs/60053223.mkv
月亮代表我的心,http://em.21dtv.com/songs/60056396.mkv
夜来香(演唱会),http://em.21dtv.com/songs/60052600.mkv
一帘幽梦,http://em.21dtv.com/songs/60053258.mkv
眼泪中的爱,http://em.21dtv.com/songs/60052087.mkv
虞美人,http://em.21dtv.com/songs/60055562.mkv
一片落叶,http://em.21dtv.com/songs/60053343.mkv
要去遥远的地方,http://em.21dtv.com/songs/60052388.mkv
伊人何处,http://em.21dtv.com/songs/60053960.mkv
夜色,http://em.21dtv.com/songs/60067692.mkv
欲说还休,http://em.21dtv.com/songs/60055822.mkv
云深情也深(无原唱),http://em.21dtv.com/songs/60056671.mkv
又是一个下雨天,http://em.21dtv.com/songs/60055467.mkv
月桃花,http://em.21dtv.com/songs/60056499.mkv
缘投囝子,http://em.21dtv.com/songs/60056108.mkv
夜雾,http://em.21dtv.com/songs/60052662.mkv
有我就有你,http://em.21dtv.com/songs/60055325.mkv
夜温柔,http://em.21dtv.com/songs/60052657.mkv
夜雾下的姑娘,http://em.21dtv.com/songs/60052666.mkv
永相爱(演唱会),http://em.21dtv.com/songs/60054649.mkv
雨下的花朵,http://em.21dtv.com/songs/60055711.mkv
原乡情浓(演唱会),http://em.21dtv.com/songs/60056019.mkv
原乡人,http://em.21dtv.com/songs/60056021.mkv
月下送君,http://em.21dtv.com/songs/60056515.mkv
遥远的路,http://em.21dtv.com/songs/60052332.mkv
雨夜花,http://em.21dtv.com/songs/60055726.mkv
月夜诉情,http://em.21dtv.com/songs/60056533.mkv
迎着风跟着云,http://em.21dtv.com/songs/60054507.mkv
胭脂泪,http://em.21dtv.com/songs/60051928.mkv
雨中徘徊,http://em.21dtv.com/songs/60055763.mkv
雨中追忆,http://em.21dtv.com/songs/60055771.mkv
夜のフェリーボート(演唱会),http://em.21dtv.com/songs/60052522.mkv
再度蜜月,http://em.21dtv.com/songs/60056751.mkv
中华民族颂[演],http://em.21dtv.com/songs/60101522.mkv
再见我的爱人(演唱会),http://em.21dtv.com/songs/60056900.mkv
再来一杯,http://em.21dtv.com/songs/60056930.mkv
追梦,http://em.21dtv.com/songs/60156630.mkv
走马灯,http://em.21dtv.com/songs/60059932.mkv
祖母的话(演唱会),http://em.21dtv.com/songs/60060029.mkv
在水一方,http://em.21dtv.com/songs/60057140.mkv
昨天今天,http://em.21dtv.com/songs/60103602.mkv
醉心变,http://em.21dtv.com/songs/60060537.mkv
昨夜梦魂中,http://em.21dtv.com/songs/60060609.mkv
只要你心里有我,http://em.21dtv.com/songs/60104468.mkv
总有一天,http://em.21dtv.com/songs/60059845.mkv
つぐない,http://em.21dtv.com/songs/60135790.mkv
つぐない(演唱会),http://em.21dtv.com/songs/60006677.mkv
ふるさとはどこですか(演唱会),http://em.21dtv.com/songs/60006694.mkv
アカシアの梦(演唱会),http://em.21dtv.com/songs/60006641.mkv
ジェルソミーナの歩いた道(演唱会),http://em.21dtv.com/songs/60006665.mkv
ノスタ ルジア(演唱会),http://em.21dtv.com/songs/60006680.mkv
ミッドナイト レクイエム(演唱会),http://em.21dtv.com/songs/60006698.mkv

单依纯,#genre#
不朽的诗篇,http://em.21dtv.com/songs/60143885.mkv
差一点幸福,http://em.21dtv.com/songs/60163656.mkv
带你玩,http://em.21dtv.com/songs/60118088.mkv
就是喜欢你,http://em.21dtv.com/songs/60104161.mkv
没有你我也要习惯,http://em.21dtv.com/songs/60163657.mkv
WIOT,http://em.21dtv.com/songs/60145247.mkv
自控,http://em.21dtv.com/songs/60163658.mkv

邓寓君,#genre#
不堪伊击(演唱会),http://em.21dtv.com/songs/60084430.mkv
不应该爱到你,http://em.21dtv.com/songs/60082678.mkv
导演,http://em.21dtv.com/songs/60145654.mkv
风吹雪,http://em.21dtv.com/songs/60146722.mkv
哥们你累吗,http://em.21dtv.com/songs/60018324.mkv
寂寞房间,http://em.21dtv.com/songs/60155521.mkv
开店,http://em.21dtv.com/songs/60120006.mkv
流梦后记,http://em.21dtv.com/songs/60086681.mkv
秘密的爱,http://em.21dtv.com/songs/60120007.mkv
男人味,http://em.21dtv.com/songs/60146721.mkv
那天晚上,http://em.21dtv.com/songs/60076802.mkv
青春问答卷,http://em.21dtv.com/songs/60081625.mkv
软淡,http://em.21dtv.com/songs/60120008.mkv
世间的女人,http://em.21dtv.com/songs/60146717.mkv
伤脑筋,http://em.21dtv.com/songs/60146718.mkv
我醉了,http://em.21dtv.com/songs/60146719.mkv
已读不回,http://em.21dtv.com/songs/60145555.mkv
永远的伴,http://em.21dtv.com/songs/60146720.mkv
一张批,http://em.21dtv.com/songs/60166913.mkv
针线缘,http://em.21dtv.com/songs/60145655.mkv

队长,#genre#
9527,http://em.21dtv.com/songs/60131304.mkv
爱的悲歌,http://em.21dtv.com/songs/60109918.mkv
爱你不能说,http://em.21dtv.com/songs/60135078.mkv
爱你到一百岁,http://em.21dtv.com/songs/60007842.mkv
爱情根本没来过,http://em.21dtv.com/songs/60164764.mkv
爱情游戏,http://em.21dtv.com/songs/60084842.mkv
爱殇,http://em.21dtv.com/songs/60119940.mkv
爱上你伤了我,http://em.21dtv.com/songs/60008677.mkv
安卓珍尼,http://em.21dtv.com/songs/60146715.mkv
彼岸,http://em.21dtv.com/songs/60129563.mkv
不悔情歌,http://em.21dtv.com/songs/60011153.mkv
北京爱情故事,http://em.21dtv.com/songs/60074646.mkv
不靠谱,http://em.21dtv.com/songs/60096918.mkv
别哭小孩,http://em.21dtv.com/songs/60010605.mkv
表妹,http://em.21dtv.com/songs/60084906.mkv
宝马与爱情,http://em.21dtv.com/songs/60074624.mkv
不如不爱,http://em.21dtv.com/songs/60125059.mkv
别说没有好男人,http://em.21dtv.com/songs/60010698.mkv
别伤女人心,http://em.21dtv.com/songs/60148006.mkv
白色阳光,http://em.21dtv.com/songs/60143886.mkv
白素贞,http://em.21dtv.com/songs/60107181.mkv
不想,http://em.21dtv.com/songs/60170440.mkv
不想回家的女人,http://em.21dtv.com/songs/60011459.mkv
不朽之光,http://em.21dtv.com/songs/60119384.mkv
拜犹大的人,http://em.21dtv.com/songs/60168476.mkv
半月琴,http://em.21dtv.com/songs/60074613.mkv
不再爱了,http://em.21dtv.com/songs/60143279.mkv
不再少年,http://em.21dtv.com/songs/60146168.mkv
成佛,http://em.21dtv.com/songs/60122080.mkv
曾经的大哥,http://em.21dtv.com/songs/60118479.mkv
闯码头,http://em.21dtv.com/songs/60013202.mkv
闯码头2017,http://em.21dtv.com/songs/60138578.mkv
闯码头2018,http://em.21dtv.com/songs/60150347.mkv
闯码头续集,http://em.21dtv.com/songs/60074930.mkv
苍穹变,http://em.21dtv.com/songs/60118021.mkv
出人头地,http://em.21dtv.com/songs/60012954.mkv
差一步,http://em.21dtv.com/songs/60148774.mkv
赌,http://em.21dtv.com/songs/60157123.mkv
等爱的男人,http://em.21dtv.com/songs/60014852.mkv
东风恨,http://em.21dtv.com/songs/60138019.mkv
雕花笼,http://em.21dtv.com/songs/60015371.mkv
刀剑如梦,http://em.21dtv.com/songs/60014686.mkv
大美妞,http://em.21dtv.com/songs/60080933.mkv
斗米情歌,http://em.21dtv.com/songs/60155366.mkv
第三次说分手,http://em.21dtv.com/songs/60119385.mkv
大哲去南方,http://em.21dtv.com/songs/60014234.mkv
二零一三一四,http://em.21dtv.com/songs/60075279.mkv
泛泛之辈,http://em.21dtv.com/songs/60152795.mkv
繁花,http://em.21dtv.com/songs/60155645.mkv
非死不可,http://em.21dtv.com/songs/60099174.mkv
非死不可(HD),http://em.21dtv.com/songs/10012754.mkv
飞羽,http://em.21dtv.com/songs/60107976.mkv
怪爱太天真,http://em.21dtv.com/songs/60095190.mkv
孤城,http://em.21dtv.com/songs/60107179.mkv
古剑情韵,http://em.21dtv.com/songs/60082967.mkv
告诉你我没有错,http://em.21dtv.com/songs/60075478.mkv
何必痴情,http://em.21dtv.com/songs/60020316.mkv
红尘来去一场梦,http://em.21dtv.com/songs/60151678.mkv
花朝谣,http://em.21dtv.com/songs/60152902.mkv
回到起点,http://em.21dtv.com/songs/60022090.mkv
轰轰烈烈爱一回,http://em.21dtv.com/songs/60157121.mkv
红玫瑰,http://em.21dtv.com/songs/60075775.mkv
好男人,http://em.21dtv.com/songs/60156177.mkv
还是想着你,http://em.21dtv.com/songs/60146169.mkv
花想容,http://em.21dtv.com/songs/60107182.mkv
寒衣调,http://em.21dtv.com/songs/60112929.mkv
戒掉爱情戒了你,http://em.21dtv.com/songs/60076097.mkv
就当你没来过,http://em.21dtv.com/songs/60162113.mkv
九鼎天下,http://em.21dtv.com/songs/60107177.mkv
结局,http://em.21dtv.com/songs/60023623.mkv
金缕衣,http://em.21dtv.com/songs/60024054.mkv
静女思,http://em.21dtv.com/songs/60136816.mkv
剑起苍澜,http://em.21dtv.com/songs/60076042.mkv
旧情难舍,http://em.21dtv.com/songs/60102074.mkv
剑如虹,http://em.21dtv.com/songs/60069505.mkv
君生我未生,http://em.21dtv.com/songs/60024927.mkv
今生兄弟,http://em.21dtv.com/songs/60122462.mkv
祭夙玉,http://em.21dtv.com/songs/60022791.mkv
健忘,http://em.21dtv.com/songs/60164575.mkv
教我如何不想她,http://em.21dtv.com/songs/60109916.mkv
苦苦恋,http://em.21dtv.com/songs/60113372.mkv
老大哥,http://em.21dtv.com/songs/60126737.mkv
了结,http://em.21dtv.com/songs/60076442.mkv
离开你不后悔,http://em.21dtv.com/songs/60026742.mkv
流浪记,http://em.21dtv.com/songs/60097062.mkv
两两相忘,http://em.21dtv.com/songs/60076431.mkv
萝寐之旅,http://em.21dtv.com/songs/60076524.mkv
拉萨啤酒之歌,http://em.21dtv.com/songs/60095382.mkv
拉萨之恋,http://em.21dtv.com/songs/60083241.mkv
兰夜,http://em.21dtv.com/songs/60080950.mkv
每分每秒都想你,http://em.21dtv.com/songs/60131127.mkv
魔鬼中的天使,http://em.21dtv.com/songs/60163187.mkv
美人浴,http://em.21dtv.com/songs/60029344.mkv
你不在秋天,http://em.21dtv.com/songs/60076877.mkv
你的泪水滴穿了我的心,http://em.21dtv.com/songs/60031574.mkv
你的心太狠,http://em.21dtv.com/songs/60031642.mkv
你的眼泪滴穿了我的心,http://em.21dtv.com/songs/60087625.mkv
南风吹,http://em.21dtv.com/songs/60134183.mkv
你还会像以前一样深爱我吗,http://em.21dtv.com/songs/60122453.mkv
你明明爱着我却还要嫁给他,http://em.21dtv.com/songs/60123580.mkv
男人的痛2011,http://em.21dtv.com/songs/60030964.mkv
男人的痛你永远不会懂,http://em.21dtv.com/songs/60030965.mkv
女人就该好好爱自己,http://em.21dtv.com/songs/60032942.mkv
你怎么狠心离开我,http://em.21dtv.com/songs/60032487.mkv
藕断丝连,http://em.21dtv.com/songs/60033076.mkv
藕断丝连2010,http://em.21dtv.com/songs/60033078.mkv
情缠,http://em.21dtv.com/songs/60077233.mkv
求结婚,http://em.21dtv.com/songs/60113370.mkv
千句万句我爱你,http://em.21dtv.com/songs/60034096.mkv
清平闲事,http://em.21dtv.com/songs/60138020.mkv
青衫隐,http://em.21dtv.com/songs/60034787.mkv
墙头草,http://em.21dtv.com/songs/60112525.mkv
秋夜吟,http://em.21dtv.com/songs/60134184.mkv
如果可以不爱,http://em.21dtv.com/songs/60149658.mkv
如果有来生,http://em.21dtv.com/songs/60164576.mkv
容若记忆,http://em.21dtv.com/songs/60146658.mkv
燃烧的火鸟,http://em.21dtv.com/songs/60168300.mkv
说不出口,http://em.21dtv.com/songs/60107975.mkv
谁不是在流浪,http://em.21dtv.com/songs/60165173.mkv
三个人的时光,http://em.21dtv.com/songs/60077451.mkv
说谎的人,http://em.21dtv.com/songs/60093946.mkv
舌尖有毒,http://em.21dtv.com/songs/60122155.mkv
谁让你爱上有家的男人,http://em.21dtv.com/songs/60103179.mkv
三十出头,http://em.21dtv.com/songs/60169502.mkv
三十出头DJ,http://em.21dtv.com/songs/60164084.mkv
世上岂有神仙哉,http://em.21dtv.com/songs/60077641.mkv
三十岁的男人,http://em.21dtv.com/songs/60151676.mkv
三世缘,http://em.21dtv.com/songs/60037329.mkv
水喔水喔,http://em.21dtv.com/songs/60040232.mkv
蜀绣,http://em.21dtv.com/songs/60077675.mkv
伤心男人唱着伤心的歌,http://em.21dtv.com/songs/60037932.mkv
上元,http://em.21dtv.com/songs/60039571.mkv
偷渡,http://em.21dtv.com/songs/60042824.mkv
痛个干脆,http://em.21dtv.com/songs/60109919.mkv
天净沙·秋思,http://em.21dtv.com/songs/60150676.mkv
台湾song,http://em.21dtv.com/songs/60041266.mkv
天涯歌仔,http://em.21dtv.com/songs/60080109.mkv
天之禁,http://em.21dtv.com/songs/60107178.mkv
为爱流浪,http://em.21dtv.com/songs/60078072.mkv
王董,http://em.21dtv.com/songs/60131305.mkv
问剑,http://em.21dtv.com/songs/60069923.mkv
忘记伤痛忘记你,http://em.21dtv.com/songs/60067516.mkv
乌兰巴托的夜,http://em.21dtv.com/songs/60151677.mkv
乌兰托的夜,http://em.21dtv.com/songs/60152330.mkv
我们不一样,http://em.21dtv.com/songs/60137452.mkv
我们不一样DJ,http://em.21dtv.com/songs/60164085.mkv
我们的甜,http://em.21dtv.com/songs/60147716.mkv
我没那么傻,http://em.21dtv.com/songs/60169766.mkv
无情的情歌,http://em.21dtv.com/songs/60109917.mkv
五味子,http://em.21dtv.com/songs/60166079.mkv
吾系情歌,http://em.21dtv.com/songs/60062317.mkv
午夜的酒吧,http://em.21dtv.com/songs/60165581.mkv
伪装,http://em.21dtv.com/songs/60170242.mkv
星辰泪,http://em.21dtv.com/songs/60112206.mkv
下定决心等着你,http://em.21dtv.com/songs/60138576.mkv
下定决心忘记你,http://em.21dtv.com/songs/60078541.mkv
下定决心忘记你2017,http://em.21dtv.com/songs/60138575.mkv
下定决心忘记你2018,http://em.21dtv.com/songs/60150346.mkv
相逢,http://em.21dtv.com/songs/60153087.mkv
笑红尘,http://em.21dtv.com/songs/60078739.mkv
小姐,http://em.21dtv.com/songs/60078695.mkv
仙剑赋,http://em.21dtv.com/songs/60048438.mkv
仙恋,http://em.21dtv.com/songs/60084167.mkv
新郎不是我 新娘我爱过,http://em.21dtv.com/songs/60138577.mkv
小三的爱情,http://em.21dtv.com/songs/60120427.mkv
雪山上的那朵花,http://em.21dtv.com/songs/60102769.mkv
相思引,http://em.21dtv.com/songs/60048798.mkv
心碎一百遍,http://em.21dtv.com/songs/60090866.mkv
笑我不浪漫,http://em.21dtv.com/songs/60078744.mkv
像我一样爱你,http://em.21dtv.com/songs/60105727.mkv
像我这样的男人哪里找,http://em.21dtv.com/songs/60066467.mkv
逍遥游,http://em.21dtv.com/songs/60049426.mkv
